file,chunk_id,cluster,is_rep,snippet,umap_x,umap_y
test_data\Cryptocurrency Price Prediction based on Multiple Market Sentiment.pdf,14,1,False,"after adding review information, while those of USDT and EOS presents an increasing trend. The conclusions of this paper can not only provide theoretical and methodological guidance for future investm",9.141597,12.249077
test_data\Cryptocurrency Price Prediction based on Multiple Market Sentiment.pdf,15,1,False,"8, pp. 80-86. [4] Kim, K., Kim, J., and Rinaldo, A., ""Time Series Featurization via Topological Data Analysis: an Application to Cryptocurrency Trend Forecasting"", arXiv: Computational Geometry, 2018,",9.105583,12.250896
test_data\Cryptocurrency Price Prediction based on Multiple Market Sentiment.pdf,16,1,False,"ter predict Bitcoin. Economics Letters"", 2019, pp. 118-122. [15] Brandvold, M., Molnar, P., Vagstad, K., and Valstad, O. C., ""Price discovery on Bitcoin exchanges"", Journal of International Financial ",9.128715,12.223503
test_data\Cryptocurrency Price Prediction based on Multiple Market Sentiment.txt,0,1,False,"Title: Cryptocurrency Price Prediction based on Multiple Market Sentiment Date: 2020 DOI: 10.24251/hicss.2020.136 Abstract: With the rapid development of the Internet, cryptocurrencies have been gaini",9.224718,12.176919
test_data\D-SPIN constructs gene regulatory network models from multiplexed scRNA-seq data revealing organizing principles of cellular perturbation response.pdf,0,4,False,"D-SPIN constructs gene regulatory network models from multiplexed scRNA-seq data revealing organizing principles of cellular perturbation response Jialong Jiang1,12*†, Sisi Chen1,2,11*, Tiffany Tsou1,",9.800264,0.43922427
test_data\D-SPIN constructs gene regulatory network models from multiplexed scRNA-seq data revealing organizing principles of cellular perturbation response.pdf,1,4,False,/10.1101/2023.04.19.537364doi: bioRxiv preprint Abstract Gene regulatory networks within cells modulate the expression of the genome in response to sig- nals and changing environmental conditions. Rec,6.7562313,-2.93179
test_data\D-SPIN constructs gene regulatory network models from multiplexed scRNA-seq data revealing organizing principles of cellular perturbation response.pdf,2,4,False,"omputational biology [8]. Methods derived from artificial intelligence (AI), including deep neural networks and transformers, can be trained on large data sets to make predictions but lack interpretab",6.7628846,-2.929465
test_data\D-SPIN constructs gene regulatory network models from multiplexed scRNA-seq data revealing organizing principles of cellular perturbation response.pdf,3,4,False,"hemical binding measurements or associating genetic perturbations with impacted genes, enable the identification of gene regulators separately [22, 23]. The regulatory interactions are consolidated in",6.7881846,-2.9031775
test_data\D-SPIN constructs gene regulatory network models from multiplexed scRNA-seq data revealing organizing principles of cellular perturbation response.pdf,4,4,False,"th the network, and predict cellular responses to novel perturbations. Here, we introduce a mathematical modeling and network inference framework, D-SPIN (Dimension- scalable Single-cell Perturbation ",6.747926,-2.938113
test_data\D-SPIN constructs gene regulatory network models from multiplexed scRNA-seq data revealing organizing principles of cellular perturbation response.pdf,5,4,False,"immunomodu- latory drugs, D-SPIN identifies gene-level signatures that classify drugs with different mechanisms of action. D-SPIN further demonstrates that drug combinations can generate novel macroph",6.751384,-2.936404
test_data\D-SPIN constructs gene regulatory network models from multiplexed scRNA-seq data revealing organizing principles of cellular perturbation response.pdf,6,4,False,"rvised gene program discovery. (D) D-SPIN constructs a unified regulatory network J, whose edges represent inferred interactions between genes or gene programs. D-SPIN also infers interac- tions betwe",6.7478337,-2.9387567
test_data\D-SPIN constructs gene regulatory network models from multiplexed scRNA-seq data revealing organizing principles of cellular perturbation response.pdf,7,4,False,"genes B3 and C3 in pathways B and C, respectively (Figure 1A(i), Figures S1A and S1B). In the natural state of the network, since B3 and C3 are persistently suppressed, their expression becomes irrele",6.7528157,-2.9336445
test_data\D-SPIN constructs gene regulatory network models from multiplexed scRNA-seq data revealing organizing principles of cellular perturbation response.pdf,8,4,False,"igures 1B-1E, STAR Methods 1.1). Mathematically, D-SPIN builds a condition- dependent spin network model or Markov random field to simulate gene interactions, where perturbations selectively activate ",6.746748,-2.9392996
test_data\D-SPIN constructs gene regulatory network models from multiplexed scRNA-seq data revealing organizing principles of cellular perturbation response.pdf,9,4,False,"nd millions of single cells (STAR Methods 1.3). As gene-level networks with thousands of nodes are difficult to interpret, we also designed D-SPIN to construct reduced-dimensional models by modeling i",6.746625,-2.9393756
test_data\D-SPIN constructs gene regulatory network models from multiplexed scRNA-seq data revealing organizing principles of cellular perturbation response.pdf,10,4,False,"processes and identify interactions between applied perturbations and the genes or programs (Figure 1F). Further, to connect the program-level network model with gene-level models, we also developed a",6.741772,-2.9443467
test_data\D-SPIN constructs gene regulatory network models from multiplexed scRNA-seq data revealing organizing principles of cellular perturbation response.pdf,11,4,False,s 11 TFs that interact through activation (blue) and repression (red) to modulate the differentiation of HSCs into different cell types. (B) Example simulated gene-expression profile heatmaps from the,6.747246,-2.9379952
test_data\D-SPIN constructs gene regulatory network models from multiplexed scRNA-seq data revealing organizing principles of cellular perturbation response.pdf,12,4,False,rk diagram of an example 250-node directed modular network with 5 mutually inhibiting modules and (bottom) simulated single-cell data from the network for evaluating the accuracy and scalability of ne,6.7473164,-2.9384055
test_data\D-SPIN constructs gene regulatory network models from multiplexed scRNA-seq data revealing organizing principles of cellular perturbation response.pdf,13,4,False,megakaryocytes (Mega) [56]. The network topology inferred by D-SPIN achieves higher accuracy compared with existing network inference algorithms. We applied D-SPIN to construct a gene-level network mo,6.7468724,-2.9385574
test_data\D-SPIN constructs gene regulatory network models from multiplexed scRNA-seq data revealing organizing principles of cellular perturbation response.pdf,14,4,False,"tionary cell state distribution from directed graphical models with feedback regulations (STAR Methods 1.3) [57, 58, 59]. D-SPIN is a generative model that can simulate the distribution of transcripti",6.748586,-2.9373
test_data\D-SPIN constructs gene regulatory network models from multiplexed scRNA-seq data revealing organizing principles of cellular perturbation response.pdf,15,4,False,"tivity of PU.1, EgrNab, and cJun, therefore boosting the monocyte population (Figure S2D(iv)). Likewise, CEBPA knockdown reduces Gfi-1 activity through the CEBPA-Gfi-1 interaction, producing similar i",6.7564917,-2.9309225
test_data\D-SPIN constructs gene regulatory network models from multiplexed scRNA-seq data revealing organizing principles of cellular perturbation response.pdf,16,4,False,works present challenges for network inference procedures because gene coexpression makes it difficult to define the precise regulators that control module 9 .CC-BY-NC 4.0 International licenseavailab,6.751081,-2.9375105
test_data\D-SPIN constructs gene regulatory network models from multiplexed scRNA-seq data revealing organizing principles of cellular perturbation response.pdf,17,4,False,"accuracy of inference (Figure 2J, Figure S2G). The superior accuracy of D-SPIN applies to all tested network topologies and scales up to a thousand genes. In 1000-gene networks, the directed network i",6.747506,-2.9378743
test_data\DANGO_Predicting_higher_order_genetic_interactions_400739.pdf,0,4,False,"DANGO : Predicting higher-order genetic interactions Ruochi Zhang1,‡, Mihir Bafna2, Jianzhu Ma3,4,*, and Jian Ma1,* 1Ray and Stephanie Lane Computational Biology Department, School of Computer Science",14.328693,-0.53697854
test_data\DANGO_Predicting_higher_order_genetic_interactions_400739.pdf,1,4,False,"ic diversity. 1 .CC-BY-NC-ND 4.0 International licenseavailable under a (which was not certified by peer review) is the author/funder, who has granted bioRxiv a license to display the preprint in perp",14.152947,-0.5162821
test_data\DANGO_Predicting_higher_order_genetic_interactions_400739.pdf,2,4,False,"ens of thousands of loci in the E. coli genome, a higher-order interaction was identified [15] among Fis, Fnr, and FadR related to cell viability under high acetate concentrations. The “green monster”",14.331112,-0.5439208
test_data\DANGO_Predicting_higher_order_genetic_interactions_400739.pdf,3,4,False,"and novel functions related to cell growth. When applied to an independent yeast dataset, DANGO further demonstrates that predicted trigenic interactions can serve as valuable features 2 .CC-BY-NC-ND ",14.341426,-0.54556257
test_data\DANGO_Predicting_higher_order_genetic_interactions_400739.pdf,4,4,False,"del choice, training procedure, compu- tational complexity, and the baseline model designs are provided in the Supplementary Methods. Datasets used in DANGO The six PPI networks used as input to the G",14.3376465,-0.5481913
test_data\DANGO_Predicting_higher_order_genetic_interactions_400739.pdf,5,17,False,"DANGO accurately predicts trigenic interactions We systematically evaluated D ANGO ’s performance in predicting trigenic interaction scores and com- pared it against three baseline models: Mashup-RF, ",14.344289,-0.55056727
test_data\DANGO_Predicting_higher_order_genetic_interactions_400739.pdf,6,4,False,"tP-value cut- off 0.01 (see Fig. S3), underscoring the difficulty in obtaining reliable scores for all gene combinations. DANGO ’s stable performance highlights its ability to uncover meaningful inter",14.340711,-0.5484306
test_data\DANGO_Predicting_higher_order_genetic_interactions_400739.pdf,7,4,False,"nificant performance reduction when features were shuffled across genes (Fig. 2d), while the baseline models showed much smaller decrease, indicating a greater susceptibility to potential bias from th",14.356134,-0.5630224
test_data\DANGO_Predicting_higher_order_genetic_interactions_400739.pdf,8,4,False,"obtained through a 5-fold cross-validation, where the test-set predictions from each fold were aggregated. The second set included all possible combinations of the 1,395 genes in the dataset (∼451 mil",14.331121,-0.5371063
test_data\DANGO_Predicting_higher_order_genetic_interactions_400739.pdf,9,4,False,"t showed strong correlations (Pearson correlation 0.53 for “within terms” and 0.72 for “across terms”). However, the predicted interactions in set #2 also revealed enrichment for additional GO terms, ",14.328841,-0.54024994
test_data\DANGO_Predicting_higher_order_genetic_interactions_400739.pdf,10,4,False,"1) had high pre- dicted interaction scores and recorded physical interactions with CLN1/2 based on BioGRID [28]. Set #1 also uncovered an additional significant KEGG pathway, endocytosis, containing t",14.333542,-0.5424997
test_data\DANGO_Predicting_higher_order_genetic_interactions_400739.pdf,11,4,False,"strains and quantified their growth fitness phenotype under 35 conditions (e.g., caffeine addition or high-temperature culturing). Our goal was to use the SNPs of each strain to predict its 35 growth ",14.29506,-0.52023226
test_data\DANGO_Predicting_higher_order_genetic_interactions_400739.pdf,12,4,False,"Fig.5c-d). To determine whether the improvement resulted from prior knowledge of trigenic interactions or merely from sparsity constraints reducing overfitting, we constructed a baseline model with th",14.343857,-0.5499501
test_data\DANGO_Predicting_higher_order_genetic_interactions_400739.pdf,13,4,False,"ctions, we incorporated protein em- beddings for yeast genes to provide additional insights into their structure and function. These embed- dings were incorporated during the D ANGO pretraining step, ",14.345304,-0.5506352
test_data\DANGO_Predicting_higher_order_genetic_interactions_400739.pdf,14,4,False,"trigenic in- teraction scores using DANGO where the pretraining included the protein embeddings. Across thresholds of top-scoring interactions (ranging from 0 to 20%, increasing in increments of 2.5%)",14.333561,-0.5417351
test_data\DANGO_Predicting_higher_order_genetic_interactions_400739.pdf,15,4,False,"tional embeddings, such as protein embed- dings, in guiding D ANGO without sacrificing prediction accuracy. Furthermore, the GP uncertainty mechanism provides a systematic approach to assess and expla",14.342221,-0.5497057
test_data\DANGO_Predicting_higher_order_genetic_interactions_400739.pdf,16,4,False,"ance, systematically prioritizing candidate interactions based on high predicted scores and low model uncertainty allows laboratories to allocate resources more effectively and uncover novel biologica",14.245006,-0.4692781
test_data\DANGO_Predicting_higher_order_genetic_interactions_400739.pdf,17,4,False,"utes of the hyperedge based on the features of these nodes (E1, E2, ..., Ek). GNN pre-training for generating node embeddings We use six different types of protein-protein interaction (PPI) networks f",14.322502,-0.53322154
test_data\DANGO_Predicting_higher_order_genetic_interactions_400739_metadata.txt,0,4,False,"Title: DANGO: Predicting higher-order genetic interactions Abstract: Higher-order genetic interactions, which have profound implications for understanding the molecular mechanisms of phenotypic variat",14.284399,-0.4920479
test_data\DIABETES_PREDICTION_AND_VALIDATION_MODEL_USING_ML_CLASSIFICATION_ALGORITHMS.pdf,0,7,False,"DOI: http://dx.doi.org/10.26483/ijarcs.v11i5.6654 Volume 11, No. 5, September-October 2020 International Journal of Advanced Research in Computer Science RESEARCH PAPER Available Online at www.ijarcs.",14.183593,11.304006
test_data\DIABETES_PREDICTION_AND_VALIDATION_MODEL_USING_ML_CLASSIFICATION_ALGORITHMS.pdf,1,7,False,"dates the proposed scheme against PIMA Indian Diabetes dataset. Keywords: logistic regression; random forest algorithm; support vector machine; naïve bayes; KNN, AUROC; ensemble learning I. INTRODUCTI",13.984551,11.227589
test_data\DIABETES_PREDICTION_AND_VALIDATION_MODEL_USING_ML_CLASSIFICATION_ALGORITHMS.pdf,2,7,False,was present. L. Griva et al. in [4] showed a deep study about the real prediction capabilities of two different models: Wiener type and Autoregressive Exogenous Model (ARX) in the field of Diabetes Me,13.900458,11.155999
test_data\DIABETES_PREDICTION_AND_VALIDATION_MODEL_USING_ML_CLASSIFICATION_ALGORITHMS.pdf,3,7,False,d K -Nearest Neighbor (KNN) algorithms are used for detection of diabetes and a comparative analysis is conducted based on their respective prediction accuracy. A filtering scheme is employed to filte,8.761391,6.256332
test_data\DIABETES_PREDICTION_AND_VALIDATION_MODEL_USING_ML_CLASSIFICATION_ALGORITHMS.pdf,4,5,False,yofabsenceofcharacteristics= =− (2) And log( ) ln 1 pp p =  − (3) B. Support Vector Machine(SVM) [7] It is an algorithm that classifies data points into categories. First training data is taken.,9.03694,5.889687
test_data\DIABETES_PREDICTION_AND_VALIDATION_MODEL_USING_ML_CLASSIFICATION_ALGORITHMS.pdf,5,7,False,"of Advanced Research in Computer Science, 11 (5), September-October 2020,59-63 © 2020-2022, IJARCS All Rights Reserved 61 This is a kind of lazy learning, as it doesn't endeavor to develop a general i",8.46166,6.0992417
test_data\DIABETES_PREDICTION_AND_VALIDATION_MODEL_USING_ML_CLASSIFICATION_ALGORITHMS.pdf,6,7,False,"point empowers one to respond to significant inquiries and assess results. In this paper, the data collection is done from various surveys, over different sources (i.e. internet, external source etc.)",13.962085,11.234807
test_data\DIABETES_PREDICTION_AND_VALIDATION_MODEL_USING_ML_CLASSIFICATION_ALGORITHMS.pdf,7,7,False,"In this case prediction is true (diabetes tested positive) and they indeed have it. ● True negatives (TN): Prediction is False, also the individual tested negative for diabetes. ● False positives (FP)",8.684955,6.187667
test_data\DIABETES_PREDICTION_AND_VALIDATION_MODEL_USING_ML_CLASSIFICATION_ALGORITHMS.pdf,8,17,False,mn n n nn wy xt w = = ∈= ≠∑∑ 5. Calculate 1log log( ) m m m α −∈= ∈ 6. Update data weights: ( 1) ( ) exp{ 1 [ ( ) ]}mm n n m mn nW W yx t α+ = ≠ 7. End for 8. Find predictions : 1 () ( () ) M M mm m Y,8.998668,6.8622556
test_data\DIABETES_PREDICTION_AND_VALIDATION_MODEL_USING_ML_CLASSIFICATION_ALGORITHMS.pdf,9,7,False,"and sensitivity (94.55%). This finally proves that in comparison to other four ML classification algorithms that are em ployed in this model, the Random Forest algorithm gives high accuracy in both th",14.053276,11.220944
test_data\DIABETES_PREDICTION_AND_VALIDATION_MODEL_USING_ML_CLASSIFICATION_ALGORITHMS.pdf,10,7,False,"rmation, Communication and Bio – Informatics (AEEICB17), 2017. [4] L. O. Griva, M. S Basualdo, “Evaluating clinical accuracy of models for predicting gl ycemic behavior for diabetes care”, Argentine C",14.011806,11.183312
test_data\DIABETES_PREDICTION_AND_VALIDATION_MODEL_USING_ML_CLASSIFICATION_ALGORITHMS.txt,0,7,False,"title: DIABETES PREDICTION AND VALIDATION MODEL USING ML CLASSIFICATION ALGORITHMS authors: , Sumagna Dey published: 2020-10-20 doi: 10.26483/ijarcs.v11i5.6654 abstract: pdf_url: http://www.ijarcs.inf",14.352235,11.365427
test_data\DUDES_ Deep Uncertainty Distillation using Ensembles for Semantic Segmentation.pdf,0,11,False,"ORIGINAL ARTICLE https://doi.org/10.1007/s41064-024-00280-4 PFG – Journal of Photogrammetry, Remote Sensing and Geoinformation Science (2024) 92:101–114 DUDES: Deep Uncertainty Distillation using Ense",14.540025,5.2232003
test_data\DUDES_ Deep Uncertainty Distillation using Ensembles for Semantic Segmentation.pdf,1,11,False,me the most popular and successful solution for semantic segmentation p roblems (Minaee et al. 2022). De- spite their unrivaled performan ce on established benchmark datasets like Cityscapes (Cordts e,14.04421,4.829542
test_data\DUDES_ Deep Uncertainty Distillation using Ensembles for Semantic Segmentation.pdf,2,11,False,d Geoinformation Science (2024) 92:101–114 Fig. 1 DUDES applies student-teacher dis tillation with a Deep Ensem- ble (DE) to accurately approximate predictive uncertainties with a sin- gle forward pas,14.641398,5.26254
test_data\DUDES_ Deep Uncertainty Distillation using Ensembles for Semantic Segmentation.pdf,3,11,False,"in Sect. 5. Sect. 6 discusses the experimental re- sults and their potential impact on future research. Sect. 7 concludes the paper. 2 Related Work In this section, we summarize the related work on un",13.804174,5.0892353
test_data\DUDES_ Deep Uncertainty Distillation using Ensembles for Semantic Segmentation.pdf,4,11,False,"pout regularization (Sri- vastava et al. 2014) is usually only used during training, Monte Carlo Dropout (Gal and Ghahramani 2016) applies this technique to sample from the posterior distribution of t",13.995465,5.2518578
test_data\DUDES_ Deep Uncertainty Distillation using Ensembles for Semantic Segmentation.pdf,5,11,False,"Discriminant Analysis post- training for feature-space density estimation. With their approach, they manage to perform on par with a Deep Ensemble in some settings but still require a more sophis- tic",14.120481,5.2216697
test_data\DUDES_ Deep Uncertainty Distillation using Ensembles for Semantic Segmentation.pdf,6,11,False,"certainty quantification and out-of-domain detection for semantic segmentation. While this is a logical step towards higher quality uncertainties in real-time environments, their approach requires a c",14.645576,5.26672
test_data\DUDES_ Deep Uncertainty Distillation using Ensembles for Semantic Segmentation.pdf,7,11,False,"rammetry, Remote Sensing and Geoinformation Science (2024) 92:101–114 Fig. 2 A schematic overview of the training process of the student model of DUDES. DUDES is an easy-to-adapt framework for efficie",14.655356,5.269098
test_data\DUDES_ Deep Uncertainty Distillation using Ensembles for Semantic Segmentation.pdf,8,11,False,"resent the current state- of-the-art uncertainty quantification method (Ovadia et al. 2019;G u s t a f s s o ne ta l .2020; Wursthorn et al. 2022). Never- theless, since DUDES is flexible with regards",14.622021,5.268646
test_data\DUDES_ Deep Uncertainty Distillation using Ensembles for Semantic Segmentation.pdf,9,11,False,"mprove upon previous work, we will discuss this simplification in detail in Sect. 6. In contrast to the randomly initialized ensemble members, the student’s parameters are initialized with Im- ageNet ",14.651585,5.236187
test_data\DUDES_ Deep Uncertainty Distillation using Ensembles for Semantic Segmentation.pdf,10,8,False,"ftmax probabilities of the predicted class in the segmen- tation map. By minimizing the RMSLE during training, the student is encouraged to produce uncertainty estimates that are as close as possible ",14.707938,5.2433066
test_data\DUDES_ Deep Uncertainty Distillation using Ensembles for Semantic Segmentation.pdf,11,8,False,"tation loss of Eq. ( 1) and generally follow the training procedure of the student with regards to data augmentations and hyperparameters. Training. To prevent overfitting, we apply the following data",14.793373,5.2564893
test_data\DUDES_ Deep Uncertainty Distillation using Ensembles for Semantic Segmentation.pdf,12,11,False,"e highlighted based on the absolute differences being: , , , , , , . Results of Holder and Shafique ( 2021) are indicated by “Theirs” Dataset. Our experiments are based on the Cityscapes dataset (Cord",14.749809,5.2681475
test_data\DUDES_ Deep Uncertainty Distillation using Ensembles for Semantic Segmentation.pdf,13,8,False,"ith a MobileNet backbone (Howard et al. 2017), whereas our teacher consists of 10 DeepLa bv3+ models with a ResNet- 18 backbone. The MobileNet backbone and our ResNet- 18 backbone have been shown to h",14.808968,5.27214
test_data\DUDES_ Deep Uncertainty Distillation using Ensembles for Semantic Segmentation.pdf,14,11,False,"nts deviate only slightly from those of the teachers, with our student model deviating by 0.002 and the student by Holder and Shafique ( 2021)d e v i - ating by -0.007. Generally speaking, both studen",14.742182,5.2381134
test_data\DUDES_ Deep Uncertainty Distillation using Ensembles for Semantic Segmentation.pdf,15,11,False,"sses that of the teacher, with the student achieving 99.2% after ignoring 80% of the pixels with the highest uncer- tainties, while the teacher onl y reaches 95.9%. This analy- sis yields two key find",14.733527,5.2448087
test_data\DUDES_ Deep Uncertainty Distillation using Ensembles for Semantic Segmentation.pdf,16,11,False,"belong to the void class, which is visualized by the binary accuracy map. A comparison of the binary accuracy map and our stu- dent’s uncertainty prediction adds to the observations laid K 108 PFG – J",14.658673,5.2172112
test_data\DUDES_ Deep Uncertainty Distillation using Ensembles for Semantic Segmentation.pdf,17,11,False,"the student struggles to correctly segment the truck in the right part of the image. Simultaneously, the student Table 2 Comparison between the student’s and the teacher’s mean Intersection over Union",14.765704,5.2400837
test_data\DUDES_ Deep Uncertainty Distillation using Ensembles for Semantic Segmentation.pdf,18,11,False,"the Rain Cityscapes dataset (Hu et al. 2019). We evaluate on three sets of parameters, where Rain 1 uses [0.01, 0.005, 0.01], Rain 2 uses [0.02, 0.01, 0.005], and Rain 3 uses [0.03, 0.015, 0.002] for ",14.7724495,5.264582
test_data\DUDES_ Deep Uncertainty Distillation using Ensembles for Semantic Segmentation.pdf,19,11,False,"m 70.6% when using just two ensemble members to a maximum 71.4% for twelve mem- bers. More importantly for DUDES, the mUnc increases from 0.092 for just two ensemble members to a maximum of 0.107 for ",14.802799,5.2637844
test_data\DUDES_ Deep Uncertainty Distillation using Ensembles for Semantic Segmentation.pdf,20,8,False,"ur student model and our teacher, which consists of ten randomly initialized base- line models. The study does not examine the impact of Ima- geNet pre-training on the ensemble members as this would l",14.773601,5.289302
test_data\DUDES_ Deep Uncertainty Distillation using Ensembles for Semantic Segmentation.pdf,21,11,False,"e - coder as the baseline model for the student and the teacher. In accordance with Sect. 3, we add a second uncertainty head to the U-Net’s decoder, which is an exact copy of the segmentation head, e",14.712637,5.2581887
test_data\DUDES_ Deep Uncertainty Distillation using Ensembles for Semantic Segmentation.pdf,22,11,False,sponding uncertainty estimates. K,12.376355,4.8530536
test_data\DUDES_ Deep Uncertainty Distillation using Ensembles for Semantic Segmentation.txt,0,11,False,Title: DUDES: Deep Uncertainty Distillation using Ensembles for Semantic Segmentation Date: 2023-03-17 DOI: 10.1007/s41064-024-00280-4 Abstract: The intersection of deep learning and photogrammetry un,14.6161375,5.242377
test_data\Data_Driven_Analysis_and_Prediction_of_Road_Traffic_Accidents_Using_ML_Algorithm.pdf,0,9,False,13 VIII August 2025 https://doi.org/10.22214/ijraset.2025.73710 International Journal for Research in Applied Science & Engineering Technology (IJRASET) ISSN: 2321-9653; IC Value: 45.98; SJ Impact Fac,8.38365,2.8311098
test_data\Data_Driven_Analysis_and_Prediction_of_Road_Traffic_Accidents_Using_ML_Algorithm.pdf,1,9,False,"I. INTRODUCTION Road traffic accidents constitute one of the leading causes of mortality and mor bidity globally, with the World Health Organization reporting millions of casualties annually. The comp",8.422427,2.8129272
test_data\Data_Driven_Analysis_and_Prediction_of_Road_Traffic_Accidents_Using_ML_Algorithm.pdf,2,9,False,"approaches, requiring the implementation of sophisticated data extraction methodologies [3]. Initial investigations in transportation safety concentrated on statistical modeling frameworks. Abdel-Aty ",8.392486,2.8606024
test_data\Data_Driven_Analysis_and_Prediction_of_Road_Traffic_Accidents_Using_ML_Algorithm.pdf,3,5,False,"crash sites, employing the Transportation Research Board's comprehensive crash database. Their approach uncovered significant c orrelations among environmental circumstances, highway infrastructure, a",8.335532,2.9296992
test_data\Data_Driven_Analysis_and_Prediction_of_Road_Traffic_Accidents_Using_ML_Algorithm.pdf,4,9,False,"n, particularly when handling sparse information distributions common in crash records [12]. 3) Advanced Pattern Extraction Methods Contemporary studies have investigated hybrid methods combining mult",8.346144,2.9388816
test_data\Data_Driven_Analysis_and_Prediction_of_Road_Traffic_Accidents_Using_ML_Algorithm.pdf,5,9,False,"sh intensity examination using data extraction techniques, highlighting the challenges encountered by developin g nations in transportation safety management. Their research demonstrated that data ext",8.455665,2.7995172
test_data\Data_Driven_Analysis_and_Prediction_of_Road_Traffic_Accidents_Using_ML_Algorithm.pdf,6,9,False,"data management, and collaborative functionality. Multi-tier architectures have become the standard approach, separating presentation logic, business processes, and data management for enhanced mainta",8.367329,2.8741312
test_data\Data_Driven_Analysis_and_Prediction_of_Road_Traffic_Accidents_Using_ML_Algorithm.pdf,7,9,False,"accident patter n mining system employs a three -tier architecture comprising presentation, business logic, and data access layers. The system supports multiple user roles including system administrat",8.380411,2.8676178
test_data\Data_Driven_Analysis_and_Prediction_of_Road_Traffic_Accidents_Using_ML_Algorithm.pdf,8,9,False,nimum support threshold (data set size/10) Phase 3: Candidate Generation and Pruning  Generate k-item set candidates through intersection operations  Apply alphabetical ordering to ensure systematic,8.381499,2.8380578
test_data\Data_Driven_Analysis_and_Prediction_of_Road_Traffic_Accidents_Using_ML_Algorithm.pdf,9,5,False,upport Calculation: Transaction ID intersection operations minimize memory overhead compared to traditional counting approaches. 2) Alphabetical Ordering: Ensures systematic candidate generation and e,8.354207,2.8411148
test_data\Data_Driven_Analysis_and_Prediction_of_Road_Traffic_Accidents_Using_ML_Algorithm.pdf,10,9,False,istics. C. Discovered Patterns Key patterns identified through experimental analysis include: 1) Environmental Correlations: Weather conditions strongly correlate with specific accident types Speed li,8.496296,2.767479
test_data\Data_Driven_Analysis_and_Prediction_of_Road_Traffic_Accidents_Using_ML_Algorithm.pdf,11,9,False,ling 6) Real-time data streaming from traffic monitoring systems 7) Advanced visualization techniques for complex pattern representation 8) Mobile applications for field data collection and access Int,8.424989,2.7972782
test_data\Data_Driven_Analysis_and_Prediction_of_Road_Traffic_Accidents_Using_ML_Algorithm.pdf,12,10,False,"tate direct interaction between administrators and the public regarding traffic- related concerns. Additionally, the system can be enhanced with predictive capabilities to analyze a nd identify potent",8.444643,2.77924
test_data\Data_Driven_Analysis_and_Prediction_of_Road_Traffic_Accidents_Using_ML_Algorithm.pdf,13,9,False,"es approach,"" Accident Analysis & Prevention, vol. 40, no. 3, pp. 1180 -1190, May 2008. [9] M. J. Zaki, ""Scalable algorithms for correlation extraction,"" IEEE Transactions on Knowledge and Data Engine",8.391682,2.823353
test_data\Data_Driven_Analysis_and_Prediction_of_Road_Traffic_Accidents_Using_ML_Algorithm.pdf,14,9,False,"ol. 2024, Article ID 9981657, Sep. 2024. [19] Y. Zhang, X. Wang, and L. Chen, ""Examination of highway fatality incidents using information extract ion techniques,"" in Proc. IEEE Int. Conf. Big Data In",8.490858,2.714274
test_data\Data_Driven_Analysis_and_Prediction_of_Road_Traffic_Accidents_Using_ML_Algorithm.txt,0,9,False,title: Data-Driven Analysis and Prediction of Road Traffic Accidents Using ML Algorithms authors: Punith Kumar K B published: 2025-8-31 doi: 10.22214/ijraset.2025.73710 abstract: <jats:p>Road traffic ,8.37886,2.8234932
test_data\Data_driven_organic_solubility_prediction_at_the_limit_of_aleatoric_uncertainty.txt,0,6,False,"title: Data-driven organic solubility prediction at the limit of aleatoric uncertainty authors: Lucas Attia, Jackson W. Burns, Patrick S. Doyle, William H. Green published: 2025-8-19 doi: 10.1038/s414",6.114995,10.04
test_data\Data_driven_prediction_of_the_shear_capacity_of_ETS_FRP_strengthened_beams_in_th.pdf,0,13,False,1 Vol.:(0123456789)Scientific Reports | (2023) 13:19871 | https://doi.org/10.1038/s41598-023-47064-1 www.nature.com/scientificreports Data‐driven prediction of the shear capacity of ETS‐FRP‐strengthen,9.462187,8.303616
test_data\Data_driven_prediction_of_the_shear_capacity_of_ETS_FRP_strengthened_beams_in_th.pdf,1,13,False,derstanding of the behavior and performance of the structures before and after the upgrading process. This information gap leads to the unpredictable collapse of structures even though they have been ,9.246162,8.479751
test_data\Data_driven_prediction_of_the_shear_capacity_of_ETS_FRP_strengthened_beams_in_th.pdf,2,13,False,"sity of Technology (HCMUT), Ward 14, District 10, Ho Chi Minh City, Vietnam. 6Vietnam National University Ho Chi Minh City, Linh Trung Ward, Thu Duc City, Ho Chi Minh City, Vietnam. 7 These authors co",9.190918,8.555678
test_data\Data_driven_prediction_of_the_shear_capacity_of_ETS_FRP_strengthened_beams_in_th.pdf,3,13,False,"in diminishing the strengthening efficiency of the aforementioned retrofit techniques. Consequently, the embedded through-section (ETS) or deep embedment method has been experimentally investigated by",9.250767,8.49553
test_data\Data_driven_prediction_of_the_shear_capacity_of_ETS_FRP_strengthened_beams_in_th.pdf,4,13,False,"e 2PKT approach considers two degrees of freedom (DOFs), as defined by the displacement of the critical loading zone (Δ c) and the average strain in the bottom reinforcement (ε t,avg), in the formulat",9.437526,8.324414
